"Command","Description","URL"
"flockfile(3)","lock FILE for stdio","./man3/flockfile.3.html"
"floor(3)","largest integral value not greater than argument","./man3/floor.3.html"
"floorf(3)","largest integral value not greater than argument","./man3/floorf.3.html"
"floorl(3)","largest integral value not greater than argument","./man3/floorl.3.html"
"flowtop(8)","top-like netfilter TCP/UDP/SCTP/DCCP/ICMP(v6) flow tracking","./man8/flowtop.8.html"
"_flushlbf(3)","interfaces to stdio FILE structure","./man3/_flushlbf.3.html"
"fma(3)","floating-point multiply and add","./man3/fma.3.html"
"fmaf(3)","floating-point multiply and add","./man3/fmaf.3.html"
"fmal(3)","floating-point multiply and add","./man3/fmal.3.html"
"fmax(3)","determine maximum of two floating-point numbers","./man3/fmax.3.html"
"fmaxf(3)","determine maximum of two floating-point numbers","./man3/fmaxf.3.html"
"fmaxl(3)","determine maximum of two floating-point numbers","./man3/fmaxl.3.html"
"fmemopen(3)","open memory as stream","./man3/fmemopen.3.html"
"fmin(3)","determine minimum of two floating-point numbers","./man3/fmin.3.html"
"fminf(3)","determine minimum of two floating-point numbers","./man3/fminf.3.html"
"fminl(3)","determine minimum of two floating-point numbers","./man3/fminl.3.html"
"fmod(3)","floating-point remainder function","./man3/fmod.3.html"
"fmodf(3)","floating-point remainder function","./man3/fmodf.3.html"
"fmodl(3)","floating-point remainder function","./man3/fmodl.3.html"
"fmt(1)","simple optimal text formatter","./man1/fmt.1.html"
"fmtmsg(3)","print formatted error messages","./man3/fmtmsg.3.html"
"fnmatch(3)","match filename or pathname","./man3/fnmatch.3.html"
"fold(1)","wrap each input line to fit in specified width","./man1/fold.1.html"
"fopen(3)","stream open functions","./man3/fopen.3.html"
"fopencookie(3)","opening a custom stream","./man3/fopencookie.3.html"
"fork(2)","create a child process","./man2/fork.2.html"
"forkpty(3)","terminal utility functions","./man3/forkpty.3.html"
"form(3x)","curses extension for programming forms","./man3/form.3x.html"
"form_cursor(3x)","position a form window cursor","./man3/form_cursor.3x.html"
"form_data(3x)","test for off-screen data in given forms","./man3/form_data.3x.html"
"form_driver(3x)","command-processing loop of the form system","./man3/form_driver.3x.html"
"form_field(3x)","make and break connections between fields and forms","./man3/form_field.3x.html"
"form_field_attributes(3x)","color and attribute control for form fields","./man3/form_field_attributes.3x.html"
"form_field_buffer(3x)","field buffer control","./man3/form_field_buffer.3x.html"
"form_field_info(3x)","retrieve field characteristics","./man3/form_field_info.3x.html"
"form_field_just(3x)","retrieve field characteristics","./man3/form_field_just.3x.html"
"form_field_new(3x)","create and destroy form fields","./man3/form_field_new.3x.html"
"form_field_opts(3x)","set and get field options","./man3/form_field_opts.3x.html"
"form_fieldtype(3x)","define validation-field types","./man3/form_fieldtype.3x.html"
"form_field_userptr(3x)","associate application data with a form field","./man3/form_field_userptr.3x.html"
"form_field_validation(3x)","data type validation for fields","./man3/form_field_validation.3x.html"
"form_hook(3x)","set hooks for automatic invocation by applications","./man3/form_hook.3x.html"
"form_new(3x)","create and destroy forms","./man3/form_new.3x.html"
"form_new_page(3x)","form pagination functions","./man3/form_new_page.3x.html"
"form_opts(3x)","set and get form options","./man3/form_opts.3x.html"
"form_page(3x)","set and get form page number","./man3/form_page.3x.html"
"form_post(3x)","write or erase forms from associated subwindows","./man3/form_post.3x.html"
"form_requestname(3x)","handle printable form request names","./man3/form_requestname.3x.html"
"form_userptr(3x)","associate application data with a form item","./man3/form_userptr.3x.html"
"form_variables(3x)","form system global variables","./man3/form_variables.3x.html"
"form_win(3x)","make and break form window and subwindow associations","./man3/form_win.3x.html"
"fpathconf(3)","get configuration values for files","./man3/fpathconf.3.html"
"fpclassify(3)","floating-point classification macros","./man3/fpclassify.3.html"
"__fpending(3)","interfaces to stdio FILE structure","./man3/__fpending.3.html"
"fprintf(3)","formatted output conversion","./man3/fprintf.3.html"
"fpurge(3)","purge a stream","./man3/fpurge.3.html"
"__fpurge(3)","purge a stream","./man3/__fpurge.3.html"
"fputc(3)","output of characters and strings","./man3/fputc.3.html"
"fputc_unlocked(3)","nonlocking stdio functions","./man3/fputc_unlocked.3.html"
"fputs(3)","output of characters and strings","./man3/fputs.3.html"
"fputs_unlocked(3)","nonlocking stdio functions","./man3/fputs_unlocked.3.html"
"fputwc(3)","write a wide character to a FILE stream","./man3/fputwc.3.html"
"fputwc_unlocked(3)","nonlocking stdio functions","./man3/fputwc_unlocked.3.html"
"fputws(3)","write a wide-character string to a FILE stream","./man3/fputws.3.html"
"fputws_unlocked(3)","nonlocking stdio functions","./man3/fputws_unlocked.3.html"
"fread(3)","binary stream input/output","./man3/fread.3.html"
"__freadable(3)","interfaces to stdio FILE structure","./man3/__freadable.3.html"
"__freading(3)","interfaces to stdio FILE structure","./man3/__freading.3.html"
"fread_unlocked(3)","nonlocking stdio functions","./man3/fread_unlocked.3.html"
"free(1)","Display amount of free and used memory in the system","./man1/free.1.html"
"free(3)","allocate and free dynamic memory","./man3/free.3.html"
"freeaddrinfo(3)","network address and service translation","./man3/freeaddrinfo.3.html"
"freecon(3)","get SELinux security context of a process","./man3/freecon.3.html"
"freeconary(3)","get SELinux security context of a process","./man3/freeconary.3.html"
"__free_hook(3)","malloc debugging variables","./man3/__free_hook.3.html"
"freehostent(3)","get network hostnames and addresses","./man3/freehostent.3.html"
"free_hugepages(2)","allocate or free huge pages","./man2/free_hugepages.2.html"
"freeifaddrs(3)","get interface addresses","./man3/freeifaddrs.3.html"
"freelocale(3)","create, modify, and free a locale object","./man3/freelocale.3.html"
"fremovexattr(2)","remove an extended attribute","./man2/fremovexattr.2.html"
"freopen(3)","stream open functions","./man3/freopen.3.html"
"frexp(3)","convert floating-point number to fractional and integral components","./man3/frexp.3.html"
"frexpf(3)","convert floating-point number to fractional and integral components","./man3/frexpf.3.html"
"frexpl(3)","convert floating-point number to fractional and integral components","./man3/frexpl.3.html"
"fs(5)","Linux filesystem types: ext, ext2, ext3, ext4, hpfs, iso9660, JFS, minix, msdos, ncpfs nfs, ntfs, proc, Reiserfs, smb, sysv, umsdos, vfat, XFS, xiafs,","./man5/fs.5.html"
"fsadm(8)","utility to resize or check filesystem on a device","./man8/fsadm.8.html"
"fscanf(3)","input format conversion","./man3/fscanf.3.html"
"fsck(8)","check and repair a Linux filesystem","./man8/fsck.8.html"
"fsck.btrfs(8)","do nothing, successfully","./man8/fsck.btrfs.8.html"
"fsck.cramfs(8)","fsck compressed ROM file system","./man8/fsck.cramfs.8.html"
"fsck.minix(8)","check consistency of Minix filesystem","./man8/fsck.minix.8.html"
"fsck.xfs(8)","do nothing, successfully","./man8/fsck.xfs.8.html"
"fseek(3)","reposition a stream","./man3/fseek.3.html"
"fseeko(3)","seek to or report file position","./man3/fseeko.3.html"
"fsetfilecon(3)","set SELinux security context of a file","./man3/fsetfilecon.3.html"
"fsetfilecon_raw(3)","set SELinux security context of a file","./man3/fsetfilecon_raw.3.html"
"__fsetlocking(3)","interfaces to stdio FILE structure","./man3/__fsetlocking.3.html"
"fsetpos(3)","reposition a stream","./man3/fsetpos.3.html"
"fsetxattr(2)","set an extended attribute value","./man2/fsetxattr.2.html"
"fsfreeze(8)","suspend access to a filesystem (Ext3/4, ReiserFS, JFS, XFS)","./man8/fsfreeze.8.html"
"fstab(5)","static information about the filesystems","./man5/fstab.5.html"
"fstat(2)","get file status","./man2/fstat.2.html"
"fstat64(2)","get file status","./man2/fstat64.2.html"
"fstatat(2)","get file status","./man2/fstatat.2.html"
"fstatat64(2)","get file status","./man2/fstatat64.2.html"
"fstatfs(2)","get filesystem statistics","./man2/fstatfs.2.html"
"fstatfs64(2)","get filesystem statistics","./man2/fstatfs64.2.html"
"fstatvfs(2)","get filesystem statistics","./man2/fstatvfs.2.html"
"fstatvfs(3)","get filesystem statistics","./man3/fstatvfs.3.html"
"fstrim(8)","discard unused blocks on a mounted filesystem","./man8/fstrim.8.html"
"fsync(2)","synchronize a file's in-core state with storage device","./man2/fsync.2.html"
"ftell(3)","reposition a stream","./man3/ftell.3.html"
"ftello(3)","seek to or report file position","./man3/ftello.3.html"
"ftime(3)","return date and time","./man3/ftime.3.html"
"ftok(3)","convert a pathname and a project identifier to a System V IPC key","./man3/ftok.3.html"
"ftpusers(5)","list of users that may not log in via the FTP daemon","./man5/ftpusers.5.html"
"ftruncate(2)","truncate a file to a specified length","./man2/ftruncate.2.html"
"ftruncate64(2)","truncate a file to a specified length","./man2/ftruncate64.2.html"
"ftrylockfile(3)","lock FILE for stdio","./man3/ftrylockfile.3.html"
"fts(3)","traverse a file hierarchy","./man3/fts.3.html"
"fts_children(3)","traverse a file hierarchy","./man3/fts_children.3.html"
"fts_close(3)","traverse a file hierarchy","./man3/fts_close.3.html"
"fts_open(3)","traverse a file hierarchy","./man3/fts_open.3.html"
"fts_read(3)","traverse a file hierarchy","./man3/fts_read.3.html"
"fts_set(3)","traverse a file hierarchy","./man3/fts_set.3.html"
"ftw(3)","file tree walk","./man3/ftw.3.html"
"full(4)","always full device","./man4/full.4.html"
"funlockfile(3)","lock FILE for stdio","./man3/funlockfile.3.html"
"fuser(1)","identify processes using files or sockets","./man1/fuser.1.html"
"fusermount(1)","mount and unmount FUSE filesystems","./man1/fusermount.1.html"
"futex(2)","fast user-space locking","./man2/futex.2.html"
"futex(7)","fast user-space locking","./man7/futex.7.html"
"futimens(3)","change file timestamps with nanosecond precision","./man3/futimens.3.html"
"futimes(3)","change file timestamps","./man3/futimes.3.html"
"futimesat(2)","change timestamps of a file relative to a directory file descriptor","./man2/futimesat.2.html"
"fwide(3)","set and determine the orientation of a FILE stream","./man3/fwide.3.html"
"fwprintf(3)","formatted wide-character output conversion","./man3/fwprintf.3.html"
"__fwritable(3)","interfaces to stdio FILE structure","./man3/__fwritable.3.html"
"fwrite(3)","binary stream input/output","./man3/fwrite.3.html"
"fwrite_unlocked(3)","nonlocking stdio functions","./man3/fwrite_unlocked.3.html"
"__fwriting(3)","interfaces to stdio FILE structure","./man3/__fwriting.3.html"
"gai.conf(5)","getaddrinfo(3) configuration file","./man5/gai.conf.5.html"
"gai_cancel(3)","asynchronous network address and service translation","./man3/gai_cancel.3.html"
"gai_error(3)","asynchronous network address and service translation","./man3/gai_error.3.html"
"gai_strerror(3)","network address and service translation","./man3/gai_strerror.3.html"
"gai_suspend(3)","asynchronous network address and service translation","./man3/gai_suspend.3.html"
"gamma(3)","(logarithm of the) gamma function","./man3/gamma.3.html"
"gammaf(3)","(logarithm of the) gamma function","./man3/gammaf.3.html"
"gammal(3)","(logarithm of the) gamma function","./man3/gammal.3.html"
"ganglia2pcp(1)","import ganglia data and create a PCP archive","./man1/ganglia2pcp.1.html"
"gawk(1)","pattern scanning and processing language","./man1/gawk.1.html"
"gcc(1)","GNU project C and C++ compiler","./man1/gcc.1.html"
"gcore(1)","Generate a core file of a running program","./man1/gcore.1.html"
"gcov-tool(1)","offline gcda profile processing tool","./man1/gcov-tool.1.html"
"gcov(1)","coverage testing tool","./man1/gcov.1.html"
"gcvt(3)","convert a floating-point number to a string","./man3/gcvt.3.html"
"gdb(1)","The GNU Debugger","./man1/gdb.1.html"
"gdbinit(5)","GDB initialization scripts","./man5/gdbinit.5.html"
"gdbserver(1)","Remote Server for the GNU Debugger","./man1/gdbserver.1.html"
"gdiffmk(1)","SYNOPSIS","./man1/gdiffmk.1.html"
"genpmda(1)","Performance Co-Pilot PMDA Generator","./man1/genpmda.1.html"
"genpolbools(8)","Rewrite a binary policy with different boolean settings","./man8/genpolbools.8.html"
"genpolusers(8)","Generate new binary policy with updated user configuration","./man8/genpolusers.8.html"
"getaddrinfo(3)","network address and service translation","./man3/getaddrinfo.3.html"
"getaddrinfo_a(3)","asynchronous network address and service translation","./man3/getaddrinfo_a.3.html"
"getaliasbyname(3)","read an alias entry","./man3/getaliasbyname.3.html"
"getaliasbyname_r(3)","read an alias entry","./man3/getaliasbyname_r.3.html"
"getaliasent(3)","read an alias entry","./man3/getaliasent.3.html"
"getaliasent_r(3)","read an alias entry","./man3/getaliasent_r.3.html"
"get_auditfail_action(3)","Get failure_action tunable value","./man3/get_auditfail_action.3.html"
"getauxval(3)","retrieve a value from the auxiliary vector","./man3/getauxval.3.html"
"getc(3)","input of characters and strings","./man3/getc.3.html"
"getcap(8)","examine file capabilities","./man8/getcap.8.html"
"getchar(3)","input of characters and strings","./man3/getchar.3.html"
"getchar_unlocked(3)","nonlocking stdio functions","./man3/getchar_unlocked.3.html"
"getcon(3)","get SELinux security context of a process","./man3/getcon.3.html"
"getcon_raw(3)","get SELinux security context of a process","./man3/getcon_raw.3.html"
"getcontext(2)","get or set the user context","./man2/getcontext.2.html"
"getcontext(3)","get or set the user context","./man3/getcontext.3.html"
"getcpu(2)","determine CPU and NUMA node on which the calling thread is running","./man2/getcpu.2.html"
"getc_unlocked(3)","nonlocking stdio functions","./man3/getc_unlocked.3.html"
"get_current_dir_name(3)","get current working directory","./man3/get_current_dir_name.3.html"
"getcwd(2)","get current working directory","./man2/getcwd.2.html"
"getcwd(3)","get current working directory","./man3/getcwd.3.html"
